Rank	Pert_id	Drug	rRGES	moa
4170	BRD-K48059230	YM-298198	-0.3837256544923068	-
4171	BRD-K29733039	deforolimus	-0.3836875078688678	MTOR inhibitor
4172	BRD-K39621635	artemether	-0.38367167548561393	Antimalarial
4173	BRD-A48052484	BRD-A48052484	-0.38365257364208943	-
4174	BRD-K20401833	BRD-K20401833	-0.38363123341846966	-
4175	BRD-K20755323	SA-792728	-0.3836241811009042	-
4176	BRD-K24598397	BRD-K24598397	-0.3835920198936569	-
4177	BRD-K10016611	pyridine-2-aldoxime	-0.38358899265926877	-
4178	BRD-A82238138	budesonide	-0.3835734337160556	Glucocorticoid receptor agonist
4179	BRD-A38913120	BH3I-1	-0.3835442946837458	-
4180	BRD-K24281017	KU-C103656	-0.383526888396228	-
4181	BRD-K93975822	BRD-K93975822	-0.3835207597489007	-
4182	BRD-K03063480	PF-477736	-0.3833466891249364	-
4183	BRD-K06557128	voriconazole	-0.3833418867162146	Cytochrome P450 inhibitor
4184	BRD-K00390580	BRD-K00390580	-0.3833048048460399	-
4185	BRD-K56700933	phenethyl-isothiocyanate	-0.38327190975943876	Carcinogen
4186	BRD-A23723433	paclitaxel	-0.3832171720160518	Tubulin inhibitor
4187	BRD-K77641333	naphazoline	-0.383189408504108	Adrenergic receptor agonist
4188	BRD-K15916496	clotrimazole	-0.3831659138380996	Cytochrome P450 inhibitor|Imidazoline ligand
4189	BRD-A49148672	galantamine	-0.38316132629485056	Acetylcholinesterase inhibitor
4190	BRD-K50280607	BRD-K50280607	-0.38315874024098323	-
4191	BRD-K04279026	BRD-K04279026	-0.38313285819861537	-
4192	BRD-A48720949	testosterone	-0.3830670718433306	Aromatase inhibitor
4193	BRD-U61997977	SCHEMBL17857056	-0.38302598820725053	-
4194	BRD-K63343048	orlistat	-0.3829941269118991	Lipase inhibitor
4195	BRD-K75641083	BRD-K75641083	-0.3829754290105276	-
4196	BRD-A46179541	doxapram	-0.38296546369050566	Potassium channel antagonist
4197	BRD-K76872913	benzanthrone	-0.3827886612183621	Aromatic hydrocarbon derivative
4198	BRD-K60558220	SA-422830	-0.38277744031839006	-
4199	BRD-A20126139	medrysone	-0.38269162376958643	Glucocorticoid receptor agonist
4200	BRD-K07667918	linsitinib	-0.38263685423947597	IGF-1 inhibitor
4201	BRD-A84205515	estriol	-0.382576808858393	Estrogen receptor agonist
4202	BRD-K79522882	PSH-024	-0.38250886594890654	-
4203	BRD-A39415247	norethisterone	-0.3824877236155359	-
4204	BRD-K73334721	BRD-K73334721	-0.382381769558733	-
4205	BRD-K95808480	taxifolin	-0.38227481629727644	Opioid receptor antagonist
4206	BRD-K19724398	BRD-K19724398	-0.38226548395403154	-
4207	BRD-K76840893	RS-17053	-0.3822520394438449	-
4208	BRD-A20968261	WAY-213613	-0.3822488316584775	-
4209	BRD-K80431395	triciribine	-0.38221864197682476	Akt inhibitor
4210	BRD-A09828896	SKF-81297	-0.3821754843774394	-
4211	BRD-K32238524	BRD-K32238524	-0.3821750784559484	-
4212	BRD-K33676730	BRD-K33676730	-0.38211260912374534	-
4213	BRD-K29622226	BRD-K29622226	-0.3820251950144186	-
4214	BRD-K89237706	noscapine	-0.38199120562868577	Bradykinin receptor antagonist|Tubulin inhibitor
4215	BRD-K81876028	CP-93129	-0.3819787416934066	-
4216	BRD-K32584078	BML-257	-0.38193603541062415	-
4217	BRD-K59460069	BRD-K59460069	-0.3818726469139505	-
4218	BRD-A88282067	delcorine	-0.38182527667961763	Antiarrhythmic|Ganglionic blocker
4219	BRD-A31107743	brefeldin-a	-0.3817624865811465	Protein synthesis inhibitor|Brefeldin A inhibited guanine nucleotide exchange protein inhibitors|Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor inhibitor
4220	BRD-K41240505	BRD-K41240505	-0.38174815741793106	-
4221	BRD-A83802330	BRD-A83802330	-0.3817410778257975	-
4222	BRD-A50454580	PD-0325901	-0.3816604149329471	-
4223	BRD-K91264756	BRD-K91264756	-0.381636616984351	-
4224	BRD-K70511574	sunitinib	-0.38156856514482274	RET tyrosine kinase inhibitor
4225	BRD-K29143967	KU-C104140	-0.38149890342037546	-
4226	BRD-K35035132	BRD-K35035132	-0.38149208055687994	-
4227	BRD-K93296644	BRD-K93296644	-0.3814330329240842	-
4228	BRD-U41416256	THZ-2-98-01	-0.3814263181602872	-
4229	BRD-K25522720	BRD-K25522720	-0.38137957262833194	-
4230	BRD-A51777634	VU-0418933-1	-0.38134675881046265	-
4231	BRD-M47793593	picrotoxin	-0.3813433567548104	GABA receptor antagonist
4232	BRD-K26548821	quinpirole	-0.3813158298148237	Dopamine receptor agonist
4233	BRD-K35191571	BRD-K35191571	-0.3812769848845048	-
4234	BRD-K27881911	BRD-K27881911	-0.38122462794485146	-
4235	BRD-A02241946	BRD-A02241946	-0.38121418146358393	-
4236	BRD-K95547711	BRD-K95547711	-0.3811637747123188	-
4237	BRD-K19885561	RDR-01440SC	-0.3811062337521082	-
4238	BRD-K42419294	BRD-K42419294	-0.3810884532611761	-
4239	BRD-K59637651	NSC-119889	-0.3810491915190166	-
4240	BRD-K38003476	clocortolone	-0.38104431358264695	Glucocorticoid receptor agonist
4241	BRD-K08878345	BRD-K08878345	-0.3809650941338033	-
4242	BRD-A00474148	BRD-A00474148	-0.380961415767208	-
4243	BRD-K37312348	kenpaullone	-0.38094023474524025	CDK inhibitor|GSK inhibitor
4244	BRD-K63129749	BRD-K63129749	-0.38092878129299784	-
4245	BRD-A18419789	etoposide	-0.38085303841278395	Topoisomerase inhibitor
4246	BRD-K31828306	BRD-K31828306	-0.38084557136669783	-
4247	BRD-K32318651	acyclovir	-0.3807993988874512	DNA inhibitor
4248	BRD-K08857385	BRD-K08857385	-0.38075618140599277	-
4249	BRD-K28178212	GW-441756	-0.38072633729877614	-
4250	BRD-K70281171	U-99194	-0.3807159781999453	-
4251	BRD-A60414806	vincristine	-0.38064129424770055	Tubulin inhibitor
4252	BRD-K49094915	BRD-K49094915	-0.3806332778128098	-
4253	BRD-A94543220	bifonazole	-0.3805933723790666	Sterol demethylase inhibitor
4254	BRD-K01612348	meropenem	-0.3805714250254855	Bacterial cell wall synthesis inhibitor
4255	BRD-K03644760	MW-A1-6	-0.380552265731252	-
4256	BRD-A42969626	BRD-A42969626	-0.3805459329585766	-
4257	BRD-K66686673	BRD-K66686673	-0.3805344228299269	-
4258	BRD-K89558221	BRD-K89558221	-0.3805213046400989	-
4259	BRD-K80070306	BRD-K80070306	-0.3805142692069552	-
4260	BRD-K61951118	FG-7142	-0.3804548536225284	-
4261	BRD-K10833576	BRD-K10833576	-0.38041270341301003	-
4262	BRD-A86044036	flurbiprofen	-0.3803635317933471	Cyclooxygenase inhibitor
4263	BRD-K12079898	PD-160170	-0.38034366762178756	-
4264	BRD-K08799950	BRD-K08799950	-0.3802926881739841	-
4265	BRD-K81029756	diltiazem	-0.3802515920033996	Calcium channel blocker
4266	BRD-A33833419	TER-14687	-0.3802437846994842	-
4267	BRD-K76694128	Rebastinib	-0.3802298306211152	Bcr-Abl inhibitor|TIE tyrosine kinase inhibitor|VEGFR inhibitor
4268	BRD-K66952385	SA-102096	-0.3801712530626958	-
4269	BRD-K67306351	BRD-K67306351	-0.3801581426297707	-
4270	BRD-K00256256	BRD-K00256256	-0.38013893536466187	-
4271	BRD-K86761848	I-070759	-0.3801156199630946	-
4272	BRD-K49119234	TMPH	-0.38003569753089633	-
4273	BRD-K84658672	nateglinide	-0.37998481932045	Insulin secretagogue
4274	BRD-K00442147	BRD-K00442147	-0.37994118259275533	-
4275	BRD-K98493452	honokiol	-0.3799345786853066	AKT inhibitor
4276	BRD-K11224669	BRD-K11224669	-0.37992199708420105	-
4277	BRD-K62959606	sphingosine	-0.37991752673529783	Ceramidase inhibitor
4278	BRD-A39969961	eplerenone	-0.3799153347858573	Cytochrome P450 inhibitor
4279	BRD-K50495309	SRC-kinase-inhibitor-I	-0.37987542174289407	-
4280	BRD-A65013509	oxybutynin	-0.37979456175723336	Acetylcholine receptor antagonist
4281	BRD-K17969842	BRD-K17969842	-0.37975891451411314	-
4282	BRD-K78280988	anandamide	-0.37962384557691636	Cannabinoid receptor agonist
4283	BRD-K50168500	canertinib	-0.37954487837496287	EGFR inhibitor
4284	BRD-K38634661	BRD-K38634661	-0.37953117749058507	-
4285	BRD-K01902415	pirinixic-acid	-0.37932471639351595	PPAR receptor agonist
4286	BRD-A11007541	BCI-hydrochloride	-0.37926467983533135	-
4287	BRD-K14536225	piceid	-0.37923418432082284	Glucosidase inhibitor
4288	BRD-K72504866	BRD-K72504866	-0.37918818279576266	-
4289	BRD-K41925105	BRD-K41925105	-0.37916480417671133	-
4290	BRD-K74777906	BRD-K74777906	-0.37901074908925664	-
4291	BRD-A70311631	BRD-A70311631	-0.37900263130315337	-
4292	BRD-K59222562	BRD-K59222562	-0.3789632605942006	-
4293	BRD-A04706586	bucladesine	-0.37894484214982643	Adenosine receptor agonist
4294	BRD-K13665914	BRD-K13665914	-0.37893966554285835	-
4295	BRD-K86600316	RS-79948	-0.3788603632965665	-
4296	BRD-K35128472	2-aminopurine	-0.37885208113214436	Serine/threonine kinase inhibitor
4297	BRD-K44849676	capsazepine	-0.3788322920694933	TRPV agonist
4298	BRD-A95696820	acadesine	-0.37876721861815277	-
4299	BRD-K43131268	BRD-K43131268	-0.37874812320079715	-
4300	BRD-U60236422	WH-4-025	-0.3787261614168558	-
4301	BRD-K11433652	aspirin	-0.378724135213984	Cyclooxygenase inhibitor
4302	BRD-K66766661	17-beta-estradiol	-0.3787097093526628	-
4303	BRD-K32398298	alprazolam	-0.3787021047976818	Benzodiazepine receptor agonist
4304	BRD-A27887842	prednisolone	-0.37869551706576465	Glucocorticoid receptor agonist
4305	BRD-K36267058	BAS-02859604	-0.3786742619160732	-
4306	BRD-A14798026	mestranol	-0.3786706108609698	Estrogen receptor agonist
4307	BRD-K60460488	nelfinavir	-0.378652386745846	HIV inhibitor
4308	BRD-K51223576	AG-99	-0.3786269888868466	-
4309	BRD-A09161221	nomilin	-0.37862129560947255	HSP inhibitor
4310	BRD-K48388979	BRD-K48388979	-0.3785853329826545	-
4311	BRD-A03926027	ST-014147	-0.37856679565069556	-
4312	BRD-K49749421	BRD-K49749421	-0.3785196659317681	-
4313	BRD-K60685007	BRD-K60685007	-0.3785003107692703	-
4314	BRD-K85503079	perospirone	-0.37843159269301396	Dopamine receptor antagonist|Serotonin receptor antagonist
4315	BRD-K28916077	BRD-K28916077	-0.37834607353697436	-
4316	BRD-K66763349	STOCK1S-03920	-0.37834529611657625	-
4317	BRD-A11678676	wortmannin	-0.3783160124677562	PI3K inhibitor
4318	BRD-K38625260	BRD-K38625260	-0.3782969368766828	-
4319	BRD-A19374631	vinpocetine	-0.37826540736842945	Phosphodiesterase inhibitor
4320	BRD-K30296925	flavokavain-b	-0.3781038259045683	Carcinogen
4321	BRD-K08640512	RS-100329	-0.37807911314492626	-
4322	BRD-K47703442	BRD-K47703442	-0.37801555585634117	-
4323	BRD-K88761633	BRD-K88761633	-0.37800547122469885	-
4324	BRD-K78549347	HTS-11203SC	-0.3779501951601672	-
4325	BRD-K78431006	crizotinib	-0.3778958690899306	ALK inhibitor
4326	BRD-K44094599	tacrolimus	-0.3778548917120023	Calcineurin inhibitor
4327	BRD-K72864428	BRD-K72864428	-0.37773733726885356	-
4328	BRD-K59184148	SB-216763	-0.3776141479813412	-
4329	BRD-K70799801	quinidine	-0.3775648442427903	Sodium channel inhibitor
4330	BRD-K23282736	BRD-K23282736	-0.37755292816909525	-
4331	BRD-K27305650	LY-294002	-0.3775200962420825	-
4332	BRD-K78984681	BRD-K78984681	-0.37718527119041567	-
4333	BRD-A96746500	BRD-A96746500	-0.3770463725666088	-
4334	BRD-K58288048	BRD-K58288048	-0.37703268912244803	-
4335	BRD-K56489029	BRD-K56489029	-0.3769680760240997	-
4336	BRD-K41903098	diphenoxylate	-0.376931133134333	Opioid receptor agonist
4337	BRD-K21806131	tegaserod	-0.3769260521376391	Serotonin receptor partial agonist
4338	BRD-K12040459	AT7867	-0.37690603410795853	-
4339	BRD-A12643502	BRD-A12643502	-0.3767838677584517	-
4340	BRD-K34332553	BRD-K34332553	-0.3766836886862969	-
4341	BRD-K52911425	GDC-0941	-0.3765806647095448	-
4342	BRD-K31342827	bisindolylmaleimide	-0.3765197481911935	-
4343	BRD-A35623999	CGP-37157	-0.3765164280433133	-
4344	BRD-K77175907	calcifediol	-0.3764050491635078	Vitamin D receptor agonist
4345	BRD-A52282606	lacidipine	-0.3763311997984508	Calcium channel blocker
4346	BRD-K61480498	epoxycholesterol	-0.37628149015047463	LXR agonist
4347	BRD-K44136596	HTS-12264SC	-0.37622218708019683	-
4348	BRD-K07303502	arachidonyl-trifluoro-methane	-0.3760794982752174	-
4349	BRD-K91449330	BRD-K91449330	-0.37607866557640657	-
4350	BRD-K29983336	rondual-kinase-inhibitor	-0.37605190439491093	-
4351	BRD-K14939371	BRD-K14939371	-0.3759975822021922	-
4352	BRD-A65449987	flunisolide	-0.3759542913827111	Cytochrome P450 inhibitor
4353	BRD-K56343971	vemurafenib	-0.375838166816143	RAF inhibitor
4354	BRD-K47832606	floxuridine	-0.3758135034950392	DNA synthesis inhibitor
4355	BRD-A03520402	ST-014366	-0.37576490583292443	-
4356	BRD-K49075727	nintedanib	-0.3757642802405962	FGFR inhibitor|PDGFR inhibitor|VEGFR inhibitor
4357	BRD-K31706415	BRD-K31706415	-0.3757346709907549	-
4358	BRD-A31227688	kynuramine	-0.3757295401231392	Aryl hydrocarbon receptor activator
4359	BRD-K86574132	BRD-K86574132	-0.37572142401083813	-
4360	BRD-A41630653	BRD-A41630653	-0.375650970110273	-
4361	BRD-K28667196	fillalbin	-0.3756340058055289	Increases arterial blood pressure
4362	BRD-K63979671	etifenin	-0.3756160679336816	Compound used in hepatobiliary scans of the liver
4363	BRD-K10114046	BRD-K10114046	-0.3755443481922209	-
4364	BRD-K64642496	KO-143	-0.3754943544957445	-
4365	BRD-A00100033	nifurtimox	-0.3754585814975358	DNA inhibitor
4366	BRD-K49481516	galantamine	-0.37540322948228694	Acetylcholinesterase inhibitor
4367	BRD-K91600270	BRD-K91600270	-0.37537735922513266	-
4368	BRD-K39921295	BRD-K39921295	-0.375351969493389	-
4369	BRD-A15070535	bucladesine	-0.375261144625939	Adenosine receptor agonist
4370	BRD-A34806832	proscillaridin	-0.3752277210338405	Na/K-ATPase inhibitor
4371	BRD-K49810818	sorafenib	-0.3752148246837998	RET tyrosine kinase inhibitor
4372	BRD-K17497770	butein	-0.37510899104871626	EGFR inhibitor|Src inhibitor
4373	BRD-K67860401	AR-A014418	-0.37509944935714634	-
4374	BRD-K18787491	U-0126	-0.37507320782099723	-
4375	BRD-K01229043	BRD-K01229043	-0.37503830082212564	-
4376	BRD-K01806521	BRD-K01806521	-0.37494977450158873	-
4377	BRD-K62012036	acitretin	-0.37491866626375947	Retinoid receptor agonist
4378	BRD-K41797142	BRD-K41797142	-0.37489320465111364	-
4379	BRD-K14920963	erythrosine	-0.37489146137302354	Coloring agent
4380	BRD-A47342814	naltrindole	-0.3747100668452724	Opioid receptor antagonist
4381	BRD-K23531129	KU-C104230	-0.37469352028315533	-
4382	BRD-K22009844	phenprobamate	-0.37468886448159705	Muscle relaxant
4383	BRD-K36772364	BRD-K36772364	-0.37466196376130034	-
4384	BRD-K73143528	BRD-K73143528	-0.3745651404038129	-
4385	BRD-K67880862	PSH-027	-0.37455834891899853	-
4386	BRD-K54405293	BRD-K54405293	-0.37455640485245517	-
4387	BRD-K53979406	ALX-5407	-0.3745423195299452	-
4388	BRD-K15467014	BRD-K15467014	-0.3745195204307254	-
4389	BRD-K14550461	doxercalciferol	-0.37448732520226125	Vitamin D receptor agonist
4390	BRD-K59840856	BRD-K59840856	-0.3744387702722834	-
4391	BRD-K53123955	niridazole	-0.3743781944736341	Phosphofructokinase inhibitor
4392	BRD-K05326558	BRD-K05326558	-0.3743669360706547	-
4393	BRD-K98079119	BRD-K98079119	-0.3742209406984145	-
4394	BRD-K85606544	neratinib	-0.37421497130532344	EGFR inhibitor
4395	BRD-A15493168	tetracycline	-0.374209726198624	Bacterial 30S ribosomal subunit inhibitor
4396	BRD-A81416315	BRD-A81416315	-0.3742055609856483	-
4397	BRD-K55889443	rifapentine	-0.3740031919116386	RNA polymerase inhibitor
4398	BRD-M64432851	sunitinib	-0.3739204592711154	RET tyrosine kinase inhibitor
4399	BRD-K20696416	CHEMBL1083527	-0.3737869269107955	-
4400	BRD-K06555716	BRD-K06555716	-0.3737805756114709	-
4401	BRD-K42489623	BRD-K42489623	-0.3737641603812559	-
4402	BRD-K39318886	BRD-K39318886	-0.37375776366786007	-
4403	BRD-K03339442	BRD-K03339442	-0.3737312189137139	-
4404	BRD-K21025364	NVP-TAE226	-0.3736512505280972	-
4405	BRD-K79124250	ioxaglic-acid	-0.3736442179512088	Radiopaque medium
4406	BRD-K79251086	BRD-K79251086	-0.37363032731252505	-
4407	BRD-A56592690	PX-12	-0.3736201303513482	-
4408	BRD-K55844427	BRD-K55844427	-0.37357305924688955	-
4409	BRD-K40990712	hexamethyleneamiloride	-0.37357131387602877	Sodium channel inhibitor
4410	BRD-K99146421	BRD-K99146421	-0.37355081504439897	-
4411	BRD-K99964838	bosutinib	-0.37354109106444566	Src inhibitor|Abl inhibitor|Bcr-Abl inhibitor
4412	BRD-K05684908	BRD-K05684908	-0.3735135247421779	-
4413	BRD-A79903587	tegafur	-0.37341657796078687	Thymidylate synthase inhibitor
4414	BRD-K12690157	BRD-K12690157	-0.37337440755100293	-
4415	BRD-K72034655	peucedanin	-0.3733424030016485	Apoptosis stimulant
4416	BRD-K57480017	BRD-K57480017	-0.37333517177314546	-
4417	BRD-K29395450	PIK-93	-0.3733210223433733	-
4418	BRD-K58846134	BRD-K58846134	-0.37331077353675285	-
4419	BRD-K73261812	BRD-K73261812	-0.3732519076498466	-
4420	BRD-K38698447	BRD-K38698447	-0.3732316282451554	-
4421	BRD-K48735772	PD-158780	-0.37318959811988434	-
4422	BRD-K17119186	BAS-00535043	-0.37298364284448704	-
4423	BRD-K94493764	BRD-K94493764	-0.3728452388757822	-
4424	BRD-K25340465	OSI-930	-0.3728127801920648	-
4425	BRD-K28578425	cilostamide	-0.37280543891219675	Phosphodiesterase inhibitor
4426	BRD-A43126523	BRD-A43126523	-0.3727895704203426	-
4427	BRD-A74980173	gatifloxacin	-0.37274805915554743	Bacterial DNA Gyrase inhibitor
4428	BRD-K06926592	tretinoin	-0.372725307661425	Retinoid receptor agonist|Retinoid receptor ligand
4429	BRD-K19735876	BRD-K19735876	-0.3726973738587652	-
4430	BRD-K32737443	YL-52	-0.3726536954619051	-
4431	BRD-K52341396	BRD-K52341396	-0.37259851487493356	-
4432	BRD-K46445327	BRD-K46445327	-0.37255714024921827	-
4433	BRD-K35413818	BRD-K35413818	-0.37253773415165986	-
4434	BRD-K78122587	NNC-55-0396	-0.37251725433451305	-
4435	BRD-K44432556	VU-0418946-1	-0.372450848459848	-
4436	BRD-A74500471	ethambutol	-0.37243810646336367	-
4437	BRD-A21584801	brivanib	-0.37235228281920923	VEGFR inhibitor
4438	BRD-A31429689	BRD-A31429689	-0.3723239091191616	-
4439	BRD-K73293050	WZ-3146	-0.37227565138258284	-
4440	BRD-K22010301	JLK-6	-0.3722636395546842	-
4441	BRD-K35723520	darinaparsin	-0.3722553975618642	Apoptosis stimulant
4442	BRD-K63239300	BRD-K63239300	-0.37220717236034323	-
4443	BRD-K22631935	neurodazine	-0.3721573848367061	Neurogenesis of non-pluripotent C2C12 myoblast inducer
4444	BRD-K74733595	APHA-compound-8	-0.37212302175983125	-
4445	BRD-K77793136	hydroxyfasudil	-0.3721128566034988	Rho associated kinase inhibitor
4446	BRD-K12401458	BRD-K12401458	-0.3720583284493721	-
4447	BRD-K54687541	BRD-K54687541	-0.3720285950373368	-
4448	BRD-K95788524	orthothymotinic-acid	-0.3720152956099964	-
4449	BRD-A98777808	BRD-A98777808	-0.3720140064069664	-
4450	BRD-K32636001	BRD-K32636001	-0.3719474574858937	-
4451	BRD-A16998493	etodolac	-0.3719415238422847	Cyclooxygenase inhibitor
4452	BRD-K98288062	BRD-K98288062	-0.37189753369182843	-
4453	BRD-K63488275	CS-2092524	-0.3718320194847781	-
4454	BRD-A44551378	LFM-A12	-0.3718290271411827	-
4455	BRD-K65283978	BRD-K65283978	-0.3716280673371302	-
4456	BRD-K56751279	Y-39983	-0.371593058055045	-
4457	BRD-K55612480	BRD-K55612480	-0.3715378745107492	-
4458	BRD-K28075147	biochanin-a	-0.3715293657183129	Estrogen receptor agonist
4459	BRD-K86472598	MD-II-051	-0.3715258737819632	-
4460	BRD-K31841256	BRD-K31841256	-0.3714231854410054	-
4461	BRD-K85275009	BRD-K85275009	-0.3712986269142236	-
4462	BRD-K72615639	BRD-K72615639	-0.37128711642378764	-
4463	BRD-K35240538	methylprednisolone	-0.3712392469689235	Glucocorticoid receptor agonist
4464	BRD-A80928489	1-monopalmitin	-0.3712064559851223	P-glycoprotein inhibitor
4465	BRD-K86217247	BRD-K86217247	-0.37115161582465495	-
4466	BRD-K87343924	wortmannin	-0.37108927135543207	PI3K inhibitor
4467	BRD-K06426971	ryuvidine	-0.37108190701900884	Histone lysine methyltransferase inhibitor
4468	BRD-K91243525	SR-142948	-0.3709933199588474	-
4469	BRD-A15297126	fluocinonide	-0.37098888577191086	Glucocorticoid receptor agonist
4470	BRD-A75301702	BRD-A75301702	-0.3709728622471422	-
4471	BRD-K97951054	BRD-K97951054	-0.370910928578175	-
4472	BRD-K89832926	BRD-K89832926	-0.37090106702226217	-
4473	BRD-K05151076	ZK-164015	-0.3708503147973225	-
4474	BRD-K52800308	KU-C103658	-0.3708215626815313	-
4475	BRD-K55430733	WAY-629	-0.37080070304241003	-
4476	BRD-A42031983	VU-0415555-1	-0.3707229564027312	-
4477	BRD-K35024477	BRD-K35024477	-0.37070795102602644	-
4478	BRD-K14402394	KU-C104236N	-0.3706767153250149	-
4479	BRD-K84770158	BRD-K84770158	-0.37064759029198796	-
4480	BRD-K28907958	CD-437	-0.37063786163659723	-
4481	BRD-K43330982	JTE-013	-0.37059591494890126	-
4482	BRD-K75302809	BRD-K75302809	-0.37059538971113065	-
4483	BRD-K11801786	trimidox	-0.37052044771170395	Ribonucleoside reductase inhibitor
4484	BRD-K93618743	ipriflavone	-0.37049207033848236	Bone resorption inhibitor
4485	BRD-K17743125	belinostat	-0.37041554603709453	HDAC inhibitor
4486	BRD-K16189898	CHIR-99021	-0.3703473998276144	-
4487	BRD-K55487965	BRD-K55487965	-0.370286086021796	-
4488	BRD-K35960502	niclosamide	-0.3702750457567654	DNA inhibitor|STAT inhibitor
4489	BRD-A09349126	norethindrone	-0.37027104131040345	Progesterone receptor agonist
4490	BRD-A65739223	ramipril	-0.3702420117726758	Angiotensin converting enzyme inhibitor
4491	BRD-K80325895	eicosadienoic-acid	-0.37016726471234035	-
4492	BRD-K33106058	cytarabine	-0.37015621418471534	Ribonucleotide reductase inhibitor
4493	BRD-K21401822	BRD-K21401822	-0.37004262135824767	-
4494	BRD-K31856043	BRD-K31856043	-0.36978119140068705	-
4495	BRD-A58767537	afatinib	-0.3697432238595165	EGFR inhibitor
4496	BRD-U73238814	QL-XI-92	-0.36971515572000885	-
4497	BRD-K13049116	BMS-754807	-0.369514086933988	-
4498	BRD-K74348865	BRD-K74348865	-0.36945445698204293	-
